,Global_mean,Spatial_extent,Duration,Max,Max_spatial,Temp_sum,Pseudo_Russo,Pop_unique,Global_mean_pop,Duration_pop,Max_pop,Max_spatial_pop,Spatial_extent_pop,Temp_sum_pop,Pseudo_Russo_pop,Temp_sum_pop_NL,Pseudo_Russo_pop_NL,Multi_index_temp,Multi_index_Russo,Multi_index_temp_NL,Multi_index_Russo_NL,extreme_bool,TotalDeaths,Impact_fct
0,6.435298940455499,374036.17068039067,5.0,14.415566411522725,5391943.258754821,117482.81745695558,26913.573939811537,103949588.91794862,136715.03769148976,106222.75589408196,1498492202.497175,560490285216467.9,38880906182670.27,12212290579572.932,2797654947356.224,337274401512259.3,85473293776723.06,23118227.55504966,5819617.154609577,9778045259.210173,2494932119.5903163,0.0,0.0,0.0
1,6.946081627499943,790697.0005609774,8.0,14.58498290672993,11532302.237584481,385389.4469385793,95267.48327182762,67094661.81597838,51817.32240863791,59679.48571579131,978574495.71887,773755918590381.5,53051547851547.24,25857574609790.92,6391939572182.651,55937637848773.33,14493583418511.05,25787617.10971676,6922976.974212692,4240049191.2635045,1151642632.758669,0.0,0.0,0.0
2,3.838857196676266,53692.9019911142,6.0,12.618839422843,677542.1083723173,22887.266606583897,5146.624771730728,230259.39995919296,762.6686407555708,1192.0245036714043,2905606.393685238,156010439320.89627,12363295394.541714,5270008275.538082,1185058731.753836,4880014639.455758,1133888271.7315128,31275.915389417543,8482.261376477825,6755369.599345607,1845974.4436218466,0.0,0.0,0.0
3,3.3781342377854626,111853.70689824641,4.0,9.567109108760722,1070116.6181148652,21775.453296765092,5993.153874667887,477316.0148879151,729.2797703013034,863.5296515385168,4566534.3937915405,510783799623.92035,53389565627.11188,10393772589.989826,2860628324.066543,10393772589.989826,2860628324.066543,50082.22888704521,14954.334374370505,50082.22888704521,14954.334374370505,0.0,0.0,0.0
4,5.7157989064294785,814489.5020117048,5.0,12.061562439993946,9824015.985233752,264978.7215031642,63888.80054579939,46586232.64244972,24701.070277586583,21607.71458369653,561902753.8609915,457663894171244.5,37943997425550.305,12344360365245.303,2976338525473.679,48527658616646.766,12167384944073.01,10168484.393891642,2586312.6862088735,3568963180.093869,894579871.3606238,0.0,0.0,0.0
5,4.337164008725294,54405.33016380641,5.0,13.887531547403022,755555.7389967387,18029.590784271048,4256.12974297364,1869123.2720736342,8280.586500008807,9546.084127035925,25957508.406907756,1412226815107.597,101690268734.02022,33699527720.84534,7955231151.556805,145286843010.57986,40849861825.85459,299038.48235309415,102010.0302561825,140070788.12898394,44759636.16844402,0.0,0.0,0.0
6,4.8600335115122055,42778.661168397004,4.0,12.39246349112279,530132.9967284721,14113.537317431445,3196.564935151218,105647.3566062695,707.2309827949726,582.0790997590606,1309231.0096768248,56007149754.12319,4519452471.596412,1491057909.950572,337708635.6190175,1491057909.950572,337708635.6190175,18771.078657227117,4238.527437701212,18771.078657227117,4238.527437701212,0.0,0.0,0.0
7,6.956113028681216,684773.7710327386,9.0,16.58857776469593,11359422.95200067,323911.40318054083,69945.08259770637,99719931.68159437,84706.69385633647,109595.72415854796,1654211841.3902936,1132760880715842.0,68285593664732.445,32300422996052.902,6974918858106.754,189766622154736.38,52654931470951.76,34409101.60290267,9329543.151811143,8801631647.934032,2633026310.485425,0.0,0.0,0.0
8,4.550059254190268,67332.40172740682,4.0,16.07060996943237,1082072.7664662893,24679.521394728014,5299.7617740936585,139160.48240193256,431.91571676022863,379.7011798142771,2236393.835839515,150581768175.44254,9370009505.66665,3434414102.739166,737517405.0981954,3434414102.739166,737517405.0981954,17247.138556626447,4087.7244395851853,17247.138556626447,4087.7244395851853,0.0,0.0,0.0
9,4.393477418280408,53614.27626547164,4.0,16.644124376465765,892362.6825167064,21426.989368953553,4507.2180007886045,150159.06198200968,535.0530802661215,487.13402102841746,2499266.103882001,133996343354.45854,8050669432.867547,3217456624.740559,676799627.1468458,3217456624.740559,676799627.1468458,23521.599298924728,5056.857080393042,23521.599298924728,5056.857080393042,0.0,0.0,0.0
10,4.72476776250022,184403.3949922695,7.0,14.592990954840676,2690997.075164101,61908.631992040384,15830.81890439064,6444224.729851677,10356.280699969351,15343.392213932564,94040513.19368613,17341389899731.033,1188336918277.79,398953137274.3933,102017354677.4776,560107276720.7462,174197683953.21057,1160652.3137203464,404311.29174613336,199448686.87303728,76189137.64013602,0.0,0.0,0.0
11,3.434922027730044,163906.86721002538,5.0,12.800489318179181,2098088.102898143,53148.54853506697,12999.707036749873,889622.8613607963,822.9962733262672,1197.9839231898684,11387607.93405687,1866507141487.291,145815296204.06683,47282163824.93943,11564836570.8855,68688309126.971756,15102985580.026218,140866.32316436223,31446.3935478379,83538120.41246629,17391038.202988517,0.0,0.0,0.0
12,5.976154393855229,640497.7539261538,12.0,12.834694548802968,8220593.0308365505,286227.9146936962,67212.30633552688,28730169.440222643,20748.752669050366,41663.085593072115,368742949.1006112,236179030675047.5,18401608996380.426,8223376487671.484,1931020949487.8372,22136432915732.684,7043629808523.58,8581902.606537044,2992284.137634989,2677119228.619809,927979311.382375,0.0,0.0,0.0
13,5.54697164177679,790431.808628419,7.0,12.367243184335159,9775462.397941526,350918.06697372504,77279.07122726047,32367370.112158757,15624.478646857388,19717.308396580913,400295137.4144489,316406009451664.3,25584198898299.08,11358294952781.873,2501320300336.618,46963109195725.01,11057818659632.434,9635375.688555785,2339751.2173754033,4674659858.757097,1096213528.1271608,0.0,0.0,0.0
